category,composition,snlgroup_id 1,sg_num 1,task_id 1,snlgroup_id 2,sg_num 2,task_id 2,delta_energy,delta_bandgap,delta_volume_per_atom,rms_dist,scenario
diff. SGs,Ru1 Ta1,45862,221,mp-12110,27658,123,mp-1601,0.0446,0.0293,0.0177,"(1.32e-16,1.32e-16)",different
diff. SGs,Li1 Nb1 O4 Zn1,39768,91,mp-6146,14319,95,mp-18037,3.26e-06,0.0002,0.000245,"(0.0471,0.113)",similar
diff. SGs,Fe1 Mo2 O8 Rb1,35616,147,mp-645665,4986,164,mp-18868,0.000256,0.0517,0.38,"(0.0896,0.126)",similar
diff. SGs,Ba2 Cr1 O4,39220,62,mp-19703,6952,33,mp-566511,0.000133,0.0921,0.0486,"(0.0631,0.12)",similar
diff. SGs,F5 K3 Np1 O2,37815,141,mp-559638,17353,88,mp-9637,0.00979,0.0701,0.21,"(0.102,0.158)",similar
diff. SGs,Nb1 Si2,30888,181,mp-12104,1325,180,mp-2478,1.73e-07,0,0.00233,"(0.00833,0.0102)",similar
diff. SGs,Cl1 Fe1 Mo1 O4,88040,11,mp-25525,9360,129,mp-24968,0.000589,0.0943,0.0975,"(0.105,0.175)",similar
diff. SGs,C1 N2 Pb1,21466,62,mp-19727,16572,33,mp-619032,0.00382,0.0291,0.472,"(0.0346,0.0444)",similar
diff. SGs,Al3 C3 Sc1,41786,186,mp-568400,10185,194,mp-4798,0.000427,0.0788,0.0156,"(0.0246,0.0564)",similar
diff. SGs,Cu1 F6 Mo1,85772,148,mp-556093,11399,2,mp-611706,0.0404,0.0006,0.168,"(0.0617,0.088)",different
diff. SGs,Na2 O7 V3,42556,159,mp-555416,4691,147,mp-567133,0.00118,0.0094,0.0121,"(0.0614,0.148)",similar
diff. SGs,Ag1 S3 Ta1,16305,63,mp-5821,15048,36,mp-561242,0.000171,0.0027,0.000708,"(0.0234,0.0307)",similar
diff. SGs,I3 Zr1,13984,59,mp-570188,8080,193,mp-23282,0.00214,0.251,1.8,"(0.0135,0.0249)",different
diff. SGs,Cd1 K1 N3 O6,24940,146,mp-11017,2543,200,mp-22770,1.04,2.21,4.7,"(0.17,0.207)",different
diff. SGs,Al1 Mn1,30215,221,mp-12067,24365,123,mp-771,0.0462,0.0024,0.455,"(1.4e-16,1.4e-16)",different
diff. SGs,Br6 Rb2 Te1,10513,225,mp-23383,9361,87,mp-570324,0.00106,0.0461,0.284,"(0.0464,0.0695)",similar
diff. SGs,Br3 Ti1,8994,2,mp-28214,8714,148,mp-571065,0.00184,0.0152,0.924,"(0.0128,0.0155)",similar
diff. SGs,Cd1 N3 O6 Rb1,24939,146,mp-11016,2568,200,mp-22597,1.03,2.35,4.54,"(0.167,0.197)",different
diff. SGs,In3 Ru1,47876,118,mp-672326,6815,136,mp-607450,0.000458,0.0349,0.0274,"(0.0235,0.0335)",similar
diff. SGs,O1 Tl2,23220,12,mp-551470,15786,166,mp-27484,0.000237,0.052,0.25,"(0.0264,0.0455)",similar
same SGs,Co1 O3 Y1,51666,62,mp-34710,2618,62,mp-24878,0.0057,1.32,0.592,,
diff. SGs,Cl3 Ga1,28168,12,mp-30952,7660,2,mp-571266,0.00124,4.2,0.579,"(0.0391,0.0681)",different
diff. SGs,La1 Nb1 O4,8491,88,mp-5295,7529,15,mp-542724,0.000991,0.329,0.24,"(0.068,0.0941)",different
diff. SGs,Br4 Cs2 I2 Pd1,6947,139,mp-543024,6946,12,mp-23099,0.00367,0.0093,0.0254,"(0.0718,0.0795)",similar
diff. SGs,Cu1 K2 N6 O12 Pb1,31448,202,mp-19863,8407,196,mp-608162,0.0329,0.909,1.3,"(0.0655,0.0861)",different
diff. SGs,P3 Tc2,28378,12,mp-11690,18665,2,mp-9895,0.00504,0.0088,0.0464,"(0.0285,0.0419)",similar
diff. SGs,Ba3 Nd1 O9 Ru2,24154,15,mp-6580,24153,194,mp-6018,5.36e-06,0.0094,0.00112,"(0.0411,0.0667)",similar
diff. SGs,Ba2 Nb1 Nd1 O6,33514,225,mp-12637,5510,12,mp-6167,0.0156,0.135,0.194,"(0.14,0.194)",different
diff. SGs,Co1 S2,174901,61,mp-850049,16881,205,mp-2070,0.0162,0,0.0819,"(0.0071,0.0089)",different
diff. SGs,Ba2 Eu1 Nb1 O6,33513,225,mp-22279,5845,87,mp-13323,0.00948,0.006,0.0558,"(0.127,0.174)",similar
diff. SGs,Cu1 Er1 S2,34547,19,mp-559826,32299,62,mp-12454,0.00606,0.116,0.202,"(0.0645,0.0826)",different
diff. SGs,Bi1 Cl8 F4 H3 K6,102448,194,mp-723540,95639,186,mp-696998,0.000819,0.0183,0.0396,"(0.0512,0.095)",similar
diff. SGs,Ag2 C4 N4 S4 Zn1,36903,9,mp-648573,13034,15,mp-559335,0.00634,0.0615,1.19,"(0.0214,0.0358)",similar
diff. SGs,Ba3 Ge4,18407,136,mp-21596,18406,65,mp-9858,3.15e-05,0.0404,0.694,"(0.0468,0.107)",similar
diff. SGs,O5 P1 Ti1 Tl1,45101,33,mp-6706,26330,52,mp-559607,0.00371,0.333,0.0692,"(0.0829,0.221)",different
diff. SGs,Eu2 O4 Si1,28475,62,mp-504653,28336,14,mp-554546,0.00853,0.322,0.0876,"(0.0846,0.145)",different
diff. SGs,As2 Ba1 Co2 O8,85523,2,mp-554725,7196,148,mp-19143,0.0856,1.54,0.143,"(0.037,0.0571)",different
diff. SGs,Cl6 Nb1 Rb2,5742,139,mp-570558,5741,225,mp-571513,0.00639,0.301,0.488,"(0.0125,0.0253)",different
diff. SGs,In1 Ni2 Zr2,25038,136,mp-632502,6480,127,mp-19906,0.00415,0.0363,0.093,"(0.0306,0.0432)",similar
diff. SGs,Ba4 Ir3 O10,44276,64,mp-17689,37063,14,mp-17102,0.00407,0.104,0.0335,"(0.0522,0.139)",different
diff. SGs,Bi1 Cu1 Yb1,5156,186,mp-22953,5155,194,mp-22960,0.0316,0.0837,0.838,"(0.0535,0.0739)",different
diff. SGs,C6 H24 Mo12 N3 O40 P1,100042,166,mp-745080,283,148,mp-600535,5.45e-05,0.0024,0.0134,"(0.00744,0.0232)",similar
diff. SGs,Br3 Ru1,29432,193,mp-22892,1673,59,mp-23294,0.00161,0,0.779,"(0.0202,0.0284)",similar
diff. SGs,Mo1 O15 P5,85668,11,mp-504210,49003,14,mp-696012,0.00363,1.34,0.0356,"(0.0585,0.157)",different
diff. SGs,Bi1 Pd1,22533,36,mp-569727,6539,4,mp-23206,0.00346,0.0054,0.0347,"(0.0737,0.111)",similar
diff. SGs,Bi3 O7 Ta1,87200,8,mp-37030,53266,1,mp-36890,7.79e-05,0.215,0.00995,"(0.142,0.244)",different
diff. SGs,K3 O14 Sb5,34299,32,mp-557989,9632,55,mp-12156,7.97e-05,0.0003,0.00867,"(0.0484,0.102)",similar
diff. SGs,Mn2 U1,45648,74,mp-567695,935,227,mp-339,0.0165,0.0235,0.416,"(0.0159,0.0275)",different
diff. SGs,Ba3 Co1 Nb2 O9,87267,12,mp-561599,906,164,mp-600864,0.0597,1.5,0.161,"(0.026,0.0467)",different
diff. SGs,Si2 Ta1,25568,181,mp-11192,1326,180,mp-517,6.63e-07,0,0.00214,"(0.0306,0.0375)",similar
diff. SGs,Cl4 Co1 Rb2,42315,33,mp-571242,9616,62,mp-23076,0.00143,0.004,0.291,"(0.0492,0.1)",similar
diff. SGs,Ag1 Ga1 S2,43162,9,mp-556916,2824,122,mp-5342,0.00259,0.058,0.122,"(0.0692,0.0937)",similar
diff. SGs,C1 H1 O2 Tl1,1232,33,mp-558579,398,52,mp-557687,0.000814,0.0149,0.15,"(0.0604,0.0876)",similar
diff. SGs,Ni1 O4 Rh2,84951,227,mp-19307,27934,141,mp-636519,0.0834,0,0.0221,"(0.0226,0.0299)",different
diff. SGs,C3 Cl1 H10 N1 O4,275,11,mp-560498,274,4,mp-554570,0.000223,0.0087,0.196,"(0.115,0.243)",similar
